,,Net Mean,Median,Max,Min,STD,Variance,Range,Skweness,Kurtosis
,S11,-0.05107902,0.006522431,11.40850603,-14.89520213,3.542624535,12.5501886,26.30370816,-0.048778625,3.73740292
,S12,-0.149548317,-0.153835283,15.76954642,-18.68094618,4.344805299,18.87733308,34.45049259,0.002960063,3.808568124
,S13,-0.022429801,0.059851996,14.3331245,-14.70217458,3.840932702,14.75276402,29.03529908,-0.064267043,3.546057823
,S14,-0.040386406,-0.067749716,14.84647296,-12.5992399,3.906818774,15.26323293,27.44571285,0.021011963,3.422128967
,S15,0.005417802,-0.028337909,14.33755776,-14.984068,3.739743363,13.98568042,29.32162575,0.027078631,3.695263846
,S16,0.004102405,0.037830291,10.6453682,-10.41044229,2.712010647,7.35500175,21.05581049,-0.037309462,3.474778813
,S17,0.066905735,-0.048097665,13.33759807,-14.50172831,3.567794475,12.72915741,27.83932639,0.096701254,3.716727524
,S18,0.054679505,0.103770048,14.66555278,-15.34161403,3.60781541,13.01633203,30.00716681,-0.040820167,4.036040391
,S19,0.004599455,-0.045361379,9.929377957,-14.41357687,3.364299848,11.31851347,24.34295483,0.044550875,3.265519874
,S20,0.044154686,0.025332167,16.92703847,-18.3190975,3.820170772,14.59370473,35.24613596,0.014781423,4.544523368
,S21,0.044182068,0.079368236,12.71036322,-12.08706657,3.65965959,13.39310832,24.79742979,-0.028843804,3.306256416
,S22,0.063924468,0.038345781,12.53611421,-13.21294175,3.364694748,11.32117074,25.74905595,0.022806247,4.190343831
,S23,0.03088895,-0.011709874,11.88481773,-14.94311769,3.53851126,12.52106194,26.82793542,0.036115887,3.774596843
,S24,-0.030557416,0.054931629,8.48335188,-8.444505603,2.692792116,7.251129379,16.92785748,-0.095242085,3.099023318
,S25,0.030660397,0.206759315,13.45013703,-17.53147434,3.693281954,13.64033159,30.98161138,-0.143042627,4.835903387
,S26,0.023528,0.099788139,14.79452331,-14.16830587,3.885902053,15.10023476,28.96282918,-0.058874468,3.572087493
,S27,0.034001275,0.020714987,9.988468654,-9.635689636,3.027363742,9.164931224,19.62415829,0.013166196,3.061989567
,S28,0.010606169,0.045053932,11.0946639,-7.197619065,2.511780733,6.309042452,18.29228297,-0.041143436,3.038700602
,S29,0.054104492,0.058063526,17.34357394,-14.79708797,3.841045239,14.75362853,32.14066192,-0.003092154,3.917885316
,S30,0.024261625,-0.026814508,12.33371428,-14.36301898,3.794736048,14.40002167,26.69673326,0.040379198,3.211157452
,S31,0.051802962,-0.063668076,17.35458555,-16.83565457,3.920492361,15.37026035,34.19024012,0.088359594,4.257304146
,S32,0.032333699,-0.048085311,14.73262602,-17.59805114,4.081715845,16.66040424,32.33067716,0.059106768,3.799450819
,S33,66.58033488,67.51794165,143.2053018,15.79928721,22.61544473,511.4583404,127.4060146,-0.124376078,4.67995382
,S34,154.948634,164.0392477,215.1641532,87.03938995,29.96298791,897.7806445,128.1247633,-0.91018429,2.165461527
,S35,-92.9051289,-93.29808607,-49.86066633,-135.6730078,17.47106772,305.2382074,85.81234144,0.067475642,3.132257325
,S36,-310.957162,-314.5113004,-191.339653,-389.8392862,37.86860013,1434.030875,198.4996332,0.28156349,2.268688127
,S37,14499.90542,14021.26326,16254.22892,13181.9919,1057.84975,1119046.094,3072.237014,1.357401167,1.518997818
,S38,441.6140115,471.8021881,1510.456519,-2372.161307,502.5581231,252564.6671,3882.617826,-0.180207076,4.43479163
,S39,60875.82694,60750.79197,67879.34573,52132.02648,3759.408608,14133153.08,15747.31924,0.099777642,2.134487001
,S40,-0.126653759,-0.131771749,-0.093772236,-0.140771633,0.014010541,0.000196295,0.046999398,1.095886987,2.138585703
Batch5,S1,0.013106053,0.059708474,13.35446656,-12.56670432,3.463491988,11.99577675,25.92117088,-0.040365984,3.275029597
,S2,-0.026496848,-0.022076797,11.65225229,-11.55785865,3.689444326,13.61199943,23.21011093,-0.003594079,3.045405172
,S3,0.037758605,0.039056449,13.25679497,-12.21704662,3.916155548,15.33627428,25.47384159,-0.000994223,3.247198742
,S4,-0.040871699,0.102302159,15.94130214,-14.68933925,3.79494122,14.40157886,30.63064139,-0.113182669,3.737963738
,S5,-0.036196399,-0.082272794,12.44323444,-13.63160893,2.891240665,8.359272581,26.07484337,0.047809643,4.084489334
,S6,0.009177641,-0.061118089,13.08580434,-11.97105477,3.096704296,9.589577495,25.05685911,0.068100525,4.180130976
,S7,-0.04710806,0.001150005,13.84885137,-11.01175864,3.064103818,9.388732207,24.86061001,-0.047248462,3.940633757
,S8,-0.090970392,-0.196727248,21.44165942,-20.85163798,5.151932338,26.54240682,42.2932974,0.061582829,4.138876978
,S9,-0.084590496,-0.176238262,12.20269084,-11.13718449,3.335158826,11.1232844,23.33987533,0.082437843,3.410238921
,S10,-0.048738093,-0.011211885,11.9519282,-8.863390774,2.600397595,6.762067652,20.81531897,-0.043292851,3.413992952
,S11,-0.052472586,0.020922652,17.91080689,-13.79123342,4.40560856,19.40938678,31.70204031,-0.049978501,3.607039863
,S12,-0.152301965,-0.290036674,17.98530777,-12.94321176,4.103893597,16.84194266,30.92851953,0.100685877,3.302977948
,S13,-0.020938336,-0.054497078,15.69033047,-10.4681846,3.900985755,15.21768986,26.15851506,0.025807894,3.075259264
,S14,-0.046816763,-0.062806327,14.74732232,-13.30955524,4.042863049,16.34474163,28.05687756,0.011865031,3.546301153
,S15,-0.008204813,-0.076833381,14.89337698,-13.27348958,3.620992644,13.11158773,28.16686657,0.056858912,3.660414029
,S16,-0.010771558,-0.014229311,8.949238735,-8.872715325,2.531612342,6.409061051,17.82195406,0.004097491,3.061266049
,S17,0.084267875,0.289091217,13.91934789,-16.58351756,4.286832251,18.37693075,30.50286544,-0.143338948,3.441498731
,S18,0.066455901,0.050144162,12.95146898,-19.3246058,3.92617118,15.41482013,32.27607478,0.012463852,3.997635709
,S19,0.037869627,0.000408763,11.44717084,-12.74746438,3.457472664,11.95411722,24.19463522,0.03250426,2.887917117
,S20,0.057085941,-0.104098836,13.41063931,-12.69675877,4.113475756,16.9206828,26.10739807,0.117553709,2.960892125
,S21,0.053603167,0.04774831,13.71724103,-19.69743058,4.027733656,16.2226384,33.41467161,0.004360907,3.879266141
,S22,0.074830628,0.239795484,9.805902642,-11.02753647,3.263680099,10.65160779,20.83343911,-0.151636972,3.235855389
,S23,0.055451093,0.099345335,10.55800675,-12.71950858,3.208793901,10.2963583,23.27751533,-0.041038076,3.186842314
,S24,-0.016892168,-0.028748018,8.755841088,-10.30491876,2.534769435,6.425056089,19.06075985,0.014031869,3.542817727
,S25,0.031981448,0.078012841,11.79219882,-12.72629998,3.071031938,9.431237162,24.5184988,-0.044966702,4.021103588
,S26,0.021876535,0.001537248,11.44237832,-17.67567029,4.118703202,16.96371607,29.11804861,0.014814823,3.80533594
,S27,0.022867303,0.056745125,8.456728663,-7.710833124,2.73454703,7.477747459,16.16756179,-0.037166472,2.815591991
,S28,0.006801689,0.077387458,6.486051872,-7.855608908,2.265699759,5.133395399,14.34166078,-0.09346221,3.123306127
,S29,0.039142392,-0.072782081,20.93600296,-22.71046608,4.771167268,22.7640371,43.64646904,0.070375529,5.07247296
,S30,0.014358045,-0.037075937,13.66399544,-14.69900121,3.620300007,13.10657214,28.36299665,0.042621315,3.438174916
,S31,0.03726171,-0.024052916,17.74199999,-14.79329489,4.392809614,19.29677631,32.53529488,0.041873856,3.436842826
,S32,0.019474523,0.033178534,15.78934685,-11.91882907,4.01730476,16.13873753,27.70817592,-0.010233735,3.462129737
,S33,98.55024651,95.22101546,156.2677777,41.51798969,26.11747173,682.1223296,114.749788,0.382414241,2.130456578
,S34,162.0572906,167.5704912,268.3515549,101.9143625,29.17417042,851.1322197,166.4371925,-0.566926201,3.059501595
,S35,-67.73365306,-74.79812026,-19.36072269,-100.8605721,19.57081783,383.0169107,81.49984941,1.082908327,2.342415389
,S36,-243.432737,-244.0426806,-159.1522124,-288.745723,19.66036536,386.5299662,129.5935105,0.093072055,3.781937361
,S37,11453.75023,12482.51029,15911.22655,4384.915359,3273.670091,10716915.87,11526.31119,-0.942758468,2.360148419
,S38,184.8910972,254.6463394,1708.862402,-1911.974657,555.2439975,308295.8968,3620.83706,-0.376889669,3.526469605
,S39,39587.22195,34862.51358,65453.11307,24426.88118,11829.8186,139944608.1,41026.23189,1.198169271,2.30099323
,S40,-0.048442956,-0.041772902,-0.023773133,-0.093772236,0.021248393,0.000451494,0.069999103,-0.941725818,2.070327159
Batch6,S1,0.00192412,0.099012697,11.25166616,-17.55378902,3.833346725,14.69454711,28.80545519,-0.075982099,3.556844967
,S2,-0.036675249,-0.113999317,15.18329337,-15.38946546,4.116122253,16.9424624,30.57275883,0.056356976,3.520330722
,S3,0.027494295,-0.02889009,17.26184335,-16.36120125,4.438395393,19.69935366,33.6230446,0.038111331,3.534580167
,S4,-0.020302293,0.064103808,20.69792184,-22.31551797,4.529021966,20.51203997,43.01343981,-0.055910151,4.690501333
,S5,-0.03247906,0.028725858,12.29232392,-16.54221915,3.533939913,12.48873131,28.83454307,-0.05195752,4.628707301
,S6,-0.018181466,-0.047197724,10.63574435,-13.71767029,3.268157002,10.68085019,24.35341464,0.026635432,4.037654854
,S7,-0.040161152,-0.161515239,13.8065639,-10.95706299,3.367114944,11.33746304,24.76362689,0.108122908,3.399871951
,S8,-0.071310532,-0.018903926,24.88640581,-30.38401709,5.944445339,35.33643038,55.2704229,-0.02644819,4.442967347
,S9,-0.064972453,-0.088310603,11.43686403,-10.99382639,3.379169639,11.41878745,22.43069042,0.020719425,3.149190193
,S10,-0.044028885,0.028496494,7.531587504,-8.263376696,2.522390657,6.362454627,15.7949642,-0.086257907,2.869819121
,S11,-0.031176387,0.034079706,16.5515431,-23.30797217,4.782323411,22.87061721,39.85951527,-0.040935809,5.114673467
,S12,-0.129415293,-0.145922682,17.23519117,-16.49156982,4.356881306,18.98241472,33.726761,0.011366426,3.700144697
,S13,0.005486942,0.078598479,16.30317866,-19.37297954,4.568427942,20.87053386,35.6761582,-0.04801096,3.840557638
,S14,-0.019216378,0.106863242,18.59383085,-18.39413,4.798326121,23.02393356,36.98796085,-0.078827252,3.910971188
,S15,0.023801676,0.030790533,20.68492789,-18.35272286,4.497536413,20.22783379,39.03765074,-0.004661791,4.291431271
,S16,0.014274717,0.040738245,9.423350736,-10.17898534,2.96214298,8.774291037,19.60233607,-0.026801739,2.928141932
,S17,0.040903408,-0.105829429,22.02506717,-16.47157851,4.797146515,23.01261468,38.49664568,0.091762574,4.494612164
,S18,0.030248883,0.034867316,14.80252392,-15.20302026,4.397491427,19.33793085,30.00554417,-0.003150728,3.297038925
,S19,0.000597453,-0.128396841,13.74171458,-13.51103053,3.945303923,15.56542304,27.25274511,0.098086964,3.446789384
,S20,0.028401018,-0.114538907,21.27507275,-16.28607496,4.572408558,20.90692002,37.56114771,0.093784221,4.490147096
,S21,0.026072396,0.100409454,18.96952507,-15.53343678,4.189170352,17.54914824,34.50296185,-0.053235165,4.460822847
,S22,0.04870686,-0.054686262,16.27214289,-11.12783663,3.48017601,12.11162506,27.39997952,0.089127494,4.148978444
,S23,0.024412593,-0.04427537,12.96362149,-14.67941314,3.692580335,13.63514953,27.64303463,0.055804849,3.825435573
,S24,-0.022454488,0.080281671,8.526877604,-9.033007846,2.602321153,6.772075382,17.55988545,-0.118435989,3.290484925
,S25,0.024048248,-0.015745621,12.55696112,-15.1177801,3.289399347,10.82014806,27.67474122,0.036292829,4.384801743
,S26,0.008061144,-0.035061703,18.36184062,-17.68362024,4.798422991,23.0248632,36.04546085,0.026960637,3.509297887
,S27,0.030027337,0.019294656,8.847513628,-9.533418248,2.828013405,7.99765982,18.38093188,0.011385393,2.924315443
,S28,0.010462021,-0.000413406,7.677073883,-9.470780149,2.597209374,6.745496534,17.14785403,0.012562052,3.286617983
,S29,0.05328058,0.225279675,22.56220013,-25.3675274,5.511687393,30.37869792,47.92972753,-0.09361875,4.765458501
,S30,0.031892127,0.025065584,13.40135147,-18.90044069,4.125376065,17.01872768,32.30179216,0.004964306,3.2355068
,S31,0.056239005,-0.03639322,19.92280024,-23.34670532,5.199134393,27.03099844,43.26950556,0.053450566,3.930455861
,S32,0.044038813,-0.115505339,21.7329117,-22.50365766,4.943512984,24.43832062,44.23656936,0.096820309,4.534007315
,S33,165.4355938,170.9708755,268.2988207,57.58046001,34.57404719,1195.364739,210.7183606,-0.480297978,3.256876211
,S34,163.095456,155.2423889,306.6639841,99.16436755,38.13985313,1454.648397,207.4996166,0.61770561,6.481595874
,S35,-21.23221988,-19.64197217,4.326733542,-52.54816137,12.77622184,163.2318446,56.87489491,-0.373407976,2.006425589
,S36,-284.8106445,-288.4957234,-182.652169,-356.1205985,26.96435518,727.0764504,173.4684295,0.409994478,3.108270739
,S37,7279.91505,7379.858684,10774.60362,4179.275956,1795.198501,3222737.659,6595.327667,-0.167018244,2.307296247
,S38,-332.245507,-252.0558494,1006.113701,-2415.442477,623.1009553,388254.8005,3421.556178,-0.38608346,2.934276339
,S39,36119.3995,35816.84478,45441.21021,28133.85608,3851.171973,14831525.57,17307.35413,0.235685183,2.427042804
,S40,-0.022635995,-0.022773146,-0.01777321,-0.029773056,0.003313745,1.10E-05,0.011999846,0.124165567,2.151081449
Batch7,S1,0.007516788,-0.162161728,18.58445124,-28.77990127,5.038932185,25.39083756,47.36435251,0.10102052,5.271702447
,S2,-0.034287968,-0.12842885,18.21972307,-24.36971866,5.165416327,26.68152583,42.58944173,0.05467568,4.132174928
,S3,0.02821119,-0.060271916,18.80337758,-20.559199,5.251975157,27.58324305,39.36257658,0.05054276,3.891414081
,S4,-0.049973228,0.011384032,25.06284925,-19.13545332,5.637696051,31.78361676,44.19830257,-0.032650178,4.459676558
,S5,-0.016144905,-0.035064788,16.98026879,-17.72087008,4.253424461,18.09161965,34.70113888,0.013344459,4.597299517
,S6,0.031807741,0.069638858,14.27289965,-16.21922148,3.742021473,14.0027247,30.49212112,-0.030329422,4.176749805
,S7,-0.058161799,0.115788692,15.55832301,-18.2944716,4.033661423,16.27042448,33.85279461,-0.129374139,4.199461733
,S8,-0.123026319,0.125699165,25.79856562,-25.47482444,6.834783883,46.71427073,51.27339006,-0.109173379,3.711457028
,S9,-0.09742198,-0.073663117,15.63137708,-17.40004486,4.351557594,18.9360535,33.03142195,-0.016379558,4.358681483
,S10,-0.044845099,-0.137105497,14.52232694,-8.332592789,2.945253008,8.674515282,22.85491973,0.093975354,4.394600213
,S11,-0.026845651,0.185738239,27.84197314,-21.60780992,5.728357513,32.8140798,49.44978306,-0.111332379,4.916142182
,S12,-0.151331444,-0.289955147,18.00635111,-22.38341804,5.243912216,27.49861533,40.38976915,0.079305505,3.803925371
,S13,-0.04684705,-0.188062077,15.35089552,-14.93089088,4.801940532,23.05863287,30.2817864,0.088223725,3.203612179
,S14,-0.061136248,-0.151346793,16.75372287,-14.70606942,4.710602581,22.18977668,31.45979229,0.057451596,3.13763228
,S15,-0.010014498,-0.104577278,15.46102586,-15.99534903,4.47066058,19.98680603,31.45637489,0.063455576,3.100422266
,S16,-0.000522008,-0.115227325,12.89167876,-12.49337503,3.398541412,11.55008373,25.38505379,0.101254011,3.699809959
,S17,0.04829488,-0.068858759,21.87917344,-25.49606064,5.837330135,34.0744231,47.37523408,0.060209189,4.774805518
,S18,0.083480337,0.222491344,19.61679184,-20.80897712,5.253001036,27.59401989,40.42576896,-0.07938948,4.107836646
,S19,0.032202071,-0.056354731,23.3841049,-22.99148349,5.17897316,26.82176299,46.37558839,0.051297892,4.754752368
,S20,0.030288112,-0.042186244,17.71118674,-21.78313374,5.607273034,31.44151087,39.49432047,0.038775188,3.659629994
,S21,0.024119619,0.133823025,17.46485114,-21.91608235,4.779219243,22.84093657,39.3809335,-0.068862758,4.95480869
,S22,0.07319018,0.310650602,12.87250416,-13.96515025,3.861172535,14.90865334,26.83765442,-0.184498688,4.117971971
,S23,0.052895101,0.037110324,11.75127254,-18.48721105,4.320569629,18.66732192,30.23848359,0.010960205,3.57412856
,S24,-0.00277663,0.001286917,11.0565696,-8.170630505,2.927746356,8.571698724,19.2272001,-0.004163831,3.218306629
,S25,0.055863513,0.265800668,14.12911276,-16.17234209,3.662649985,13.41500491,30.30145485,-0.171955133,4.275017049
,S26,0.032260546,0.164589837,24.51533856,-20.60357259,5.473602894,29.96032864,45.11891115,-0.072527708,4.456447204
,S27,0.028538843,0.081524436,16.93421464,-18.36614797,3.616528834,13.07928081,35.3003626,-0.043952858,4.78549436
,S28,0.019660164,0.053552089,11.88125748,-11.22814274,2.923353598,8.545996261,23.10940021,-0.034780525,3.89520784
,S29,0.07896741,0.125085393,25.90876455,-25.74900639,6.255417883,39.13025289,51.65777094,-0.022117459,4.731037673
,S30,0.007607113,0.097093488,21.10372678,-15.19678832,4.388941596,19.26280833,36.3005151,-0.061167167,3.477863298
,S31,0.06282474,0.050002065,19.32508453,-19.39343021,5.610710205,31.480069,38.71851473,0.006856177,3.372291186
,S32,0.025606478,-0.048860357,14.9555463,-19.20843057,4.91646467,24.17162486,34.16397688,0.045439258,3.064943265
,S33,223.9043443,220.3145343,304.4237539,154.0490318,25.45939189,648.1806353,150.3747221,0.423004211,3.424944232
,S34,110.2070989,111.914344,248.6953413,51.69570526,17.45678713,304.7394167,196.999636,-0.293395073,8.214893877
,S35,8.697981975,6.5142295,46.98290472,-30.14195277,17.43492477,303.9766018,77.12485749,0.375754843,2.201484679
,S36,-322.2714857,-317.3237952,-214.058361,-400.3705167,35.46842423,1258.009117,186.3121557,-0.418486918,2.126928722
,S37,1560.806675,848.923803,9067.579364,-5721.24503,4333.393747,18778301.37,14788.82439,0.492835118,1.837672053
,S38,-167.6312278,-101.2123781,1271.70696,-3277.659634,594.8880091,353891.7434,4549.366594,-0.334948,5.366236569
,S39,35710.81984,35405.96235,46599.39573,27927.31625,3874.079579,15008492.58,18672.07948,0.23607478,3.2966352
,S40,-0.031737441,-0.029773056,-0.025773107,-0.046772838,0.00537667,2.89E-05,0.020999731,-1.09606009,4.03894142
Batch1,S1,0.002249061,0.027881252,15.29324222,-14.64760048,4.513159253,20.36860644,29.9408427,-0.017038303,3.352651777
,S2,0.009982249,0.08740894,16.53224939,-15.61474305,4.477952303,20.05205683,32.14699244,-0.05187194,3.447888051
,S3,0.00375459,-0.007901871,14.32171134,-16.23793401,4.362314325,19.02978627,30.55964535,0.008016245,3.276947577
,S4,0.021145681,0.138560826,18.05469414,-22.20888122,4.94628071,24.46569286,40.26357536,-0.071214202,4.025253668
,S5,-0.000594451,0.073018475,11.64278149,-13.90239896,3.877210405,15.03276052,25.54518045,-0.056958162,3.306772597
,S6,-0.008035595,-0.045761017,13.37514616,-11.42131587,3.663996014,13.42486679,24.79646203,0.030888752,3.04389862
,S7,0.023251873,0.002352388,13.55808681,-16.3783635,4.097305835,16.7879151,29.93645031,0.015302362,3.464459854
,S8,0.00298629,-0.071624231,20.09497348,-23.92730629,5.624908668,31.63959752,44.02227977,0.039792924,3.491401865
,S9,-0.010316283,0.031471178,14.43503179,-13.91116855,4.620909961,21.35280887,28.34620034,-0.027129371,2.968856285
,S10,0.000377923,0.091725898,14.68670737,-13.47862779,3.66770421,13.45205417,28.16533516,-0.07471811,3.660475439
,S11,-0.019229581,-0.104224027,15.76293453,-18.19879191,5.460057653,29.81222957,33.96172644,0.046699752,2.947512591
,S12,-0.020609147,-0.01897016,14.66104297,-19.72200156,5.146202864,26.48340391,34.38304454,-0.000955454,3.16662124
,S13,-0.012253422,-0.026108129,21.35305151,-24.72027058,6.330168222,40.07102971,46.07332209,0.006566038,3.439715524
,S14,-0.013079519,0.053803052,16.07651987,-16.03264849,5.242095835,27.47956874,32.10916835,-0.038276239,2.767710995
,S15,-0.013853358,0.040196063,15.4111571,-15.29054992,4.708663649,22.17151336,30.70170702,-0.034436154,2.926734704
,S16,0.017277542,-0.030567231,15.24861998,-16.20549316,4.201867961,17.65569437,31.45411315,0.034159645,3.620228279
,S17,0.012323834,0.299487307,15.14662616,-17.73752105,5.351382709,28.6372969,32.88414722,-0.16098464,2.850424039
,S18,-0.025840154,0.140336669,14.00590653,-17.44501923,5.293783867,28.02414763,31.45092576,-0.094172803,2.946332056
,S19,-0.002846433,0.149492361,16.37746239,-23.29200903,5.438080944,29.57272435,39.66947142,-0.084040011,3.475387649
,S20,0.014829929,0.34322437,17.71285383,-21.35714419,5.915024258,34.98751197,39.06999802,-0.166556092,3.133832551
,S21,-0.004152511,0.033036389,18.1118946,-15.46836693,4.927327818,24.27855943,33.58026153,-0.022642435,3.086613517
,S22,0.002078734,0.052096853,13.35082778,-12.94179263,4.240100494,17.9784522,26.2926204,-0.03538934,2.915541628
,S23,0.014471986,0.049922787,14.52607013,-17.66662709,5.13638216,26.38242169,32.19269723,-0.020705703,2.966783818
,S24,0.035155826,0.015233931,12.48702371,-12.85551368,3.410955957,11.63462054,25.34253738,0.017521681,3.302615839
,S25,0.008489123,0.083121406,15.94255835,-13.55002311,4.113509277,16.92095857,29.49258146,-0.054429645,3.318224286
,S26,-0.016329013,0.029065843,17.91224124,-17.2904949,5.156569714,26.59021122,35.20273614,-0.026409915,3.347010858
,S27,-0.006937399,-0.053526995,15.67307473,-16.09039295,4.152380149,17.2422609,31.76346768,0.033659921,3.806497208
,S28,0.016564437,0.054455924,13.27124625,-14.55784785,3.604358766,12.99140211,27.8290941,-0.031538053,3.752711072
,S29,-0.011243272,-0.065086758,16.35559606,-20.98478738,5.346716334,28.58737556,37.34038344,0.030211152,3.472221329
,S30,-0.016497995,0.065610686,16.39732024,-13.56601322,4.429771552,19.622876,29.96333345,-0.05560694,3.479273999
,S31,-0.006217213,-0.071351686,18.28775723,-19.03455795,5.410936855,29.27823765,37.32231518,0.036112678,3.530535995
,S32,0.003096267,-0.106925072,17.95862421,-17.91629658,4.899128466,24.00145973,35.8749208,0.067371987,3.520660089
,S33,-16.10413691,-10.12612061,52.4831387,-84.01660908,27.98662532,783.2511969,136.4997478,-0.640807839,2.958322436
,S34,26.9961795,36.83505564,83.38184463,-16.11797152,25.64074713,657.4479134,99.49981615,-1.151161012,1.419341535
,S35,-1.85334944,1.015297603,20.53088654,-39.12525323,11.82279783,139.7785484,59.65613977,-0.727910707,3.865319309
,S36,-81.80288162,-99.33819535,107.9895466,-179.7911717,65.63521274,4307.981152,287.7807183,0.801489612,2.13253271
,S37,1609.992917,2021.64134,3028.149139,-1002.461627,1346.650107,1813466.51,4030.610766,-0.917049844,2.022413528
,S38,-22.19038869,197.0547303,2262.613414,-2683.346197,1184.001605,1401859.801,4945.959611,-0.555518974,1.893187548
,S39,-513.5492046,-458.3187378,8386.517529,-9934.493065,4406.353869,19415954.42,18321.01059,-0.037602836,2.243854132
,S40,0.017479811,0.022921581,0.03392144,-0.016077919,0.014047794,0.000197341,0.049999359,-1.162126349,2.512431391
Batch2,S1,0.001322354,-0.133424207,17.28036596,-16.91048865,3.589677379,12.88578369,34.19085461,0.112611703,4.398140674
,S2,0.009499115,-0.002803061,26.40053962,-18.31107738,3.821326742,14.60253807,44.711617,0.009658041,6.934627619
,S3,-0.002763585,-0.05063,28.37518748,-19.31079767,4.155904133,17.27153916,47.68598514,0.034553069,7.19413688
,S4,0.031143534,-0.022701817,17.96745526,-12.52727038,3.884235941,15.08728884,30.49472564,0.041587601,3.639424242
,S5,-0.008526061,0.135653987,16.08971313,-16.75330875,3.175387655,10.08308676,32.84302189,-0.136216485,5.230304964
,S6,-0.008277516,-0.052680869,16.64300121,-14.66288298,3.080802695,9.491345243,31.30588419,0.04323875,5.358860022
,S7,0.012513851,0.079076254,12.52432783,-9.441559457,3.186649605,10.1547357,21.96588729,-0.062663685,3.223455334
,S8,0.005103028,-0.089067662,19.15531384,-18.8662097,5.063924633,25.64333269,38.02152355,0.055789154,3.77496868
,S9,-0.017355273,-0.084885285,15.09279645,-13.2407078,3.246367493,10.5389019,28.33350426,0.062405146,4.446000018
,S10,-0.004118674,-0.091186169,10.84270362,-8.820069967,2.436142346,5.934789532,19.66277358,0.107219715,3.615006764
,S11,-0.024719329,-0.046303608,14.11010405,-15.59572698,3.949623042,15.59952218,29.70583103,0.016394687,3.849850052
,S12,-0.017160886,0.096956294,15.87204451,-15.90432756,3.72274376,13.8588211,31.77637207,-0.091962156,4.429437108
,S13,-0.019315594,-0.122742615,11.65590567,-13.20442731,3.709954073,13.76375923,24.86033297,0.083634745,3.302402129
,S14,-0.019265678,-0.132571688,10.7120161,-14.63448772,3.766038666,14.18304723,25.34650382,0.090258773,3.246197558
,S15,-0.019625198,-0.036646174,11.17404264,-17.59292925,3.894738497,15.16898796,28.76697189,0.013110746,3.500002257
,S16,0.012937853,0.088893955,14.63420439,-10.17788374,2.841747689,8.075529927,24.81208813,-0.080185974,4.147826396
,S17,0.022736509,0.038174224,19.71705463,-21.47859143,4.285522758,18.36570531,41.19564606,-0.010806884,4.867901679
,S18,-0.018279622,-0.168588569,13.9577827,-13.46564789,3.801130781,14.44859521,27.42343059,0.118629657,3.349988509
,S19,-0.001305135,0.167960208,26.17713005,-19.25474211,4.297342016,18.4671484,45.43187216,-0.118165142,6.384159294
,S20,0.02717569,-0.032357671,21.06171186,-19.58311657,4.356983588,18.98330599,40.64482842,0.040991682,5.015000021
,S21,0.00863289,-0.054804999,16.34715745,-16.68978543,3.53549367,12.49971549,33.03694288,0.053829447,5.033941238
,S22,0.009497316,-0.188996451,15.71580602,-9.248140676,3.008458199,9.050820734,24.96394669,0.197935707,4.190689911
,S23,0.026205894,0.028418191,15.79824467,-15.82585256,3.745130807,14.02600476,31.62409724,-0.001772139,4.455582056
,S24,0.037218626,0.123362254,13.49328661,-14.02562452,3.000219661,9.001318011,27.51891113,-0.086137321,4.129753587
,S25,0.015871765,-0.002697519,11.86665067,-13.37282506,3.115341174,9.705350628,25.23947573,0.017881783,4.141837067
,S26,-0.019550459,-0.123855774,15.93377724,-20.163072,4.192564331,17.57759567,36.09684924,0.074635932,4.197343067
,S27,0.004402536,-0.034698683,10.13655256,-11.24435178,2.802384322,7.853357887,21.38090434,0.041858519,3.430997994
,S28,0.023472791,0.039194528,12.56236426,-13.53189716,2.701697979,7.299171967,26.09426142,-0.017457618,5.323592128
,S29,-0.017005979,0.028771959,17.44430942,-18.94695004,4.647048311,21.595058,36.39125946,-0.029552913,3.743527559
,S30,-0.020493078,0.00170243,12.20741885,-13.46069944,3.392734308,11.51064608,25.66811829,-0.019626213,3.900245238
,S31,-0.021962636,-0.014146449,20.80363996,-17.93823276,4.778478901,22.83386061,38.74187273,-0.004907118,4.018099199
,S32,-0.008009048,0.060240915,16.28576983,-18.69027193,4.650764292,21.6296085,34.97604176,-0.044024998,3.839115179
,S33,-39.36800994,-35.23544922,13.9519599,-103.1728237,25.40750436,645.5412778,117.1247836,-0.487953559,2.366909577
,S34,26.24911057,35.94443228,96.38182061,-49.02416072,33.38576023,1114.608986,145.4059813,-0.871208711,2.213492001
,S35,-41.14507914,-41.73462341,-8.000310738,-73.81268913,17.75982853,315.4115093,65.8123784,0.099586142,1.65859601
,S36,-101.1940676,-105.1663096,-15.76022479,-140.4787443,20.44754421,418.1020642,124.7185196,0.582794976,4.68138256
,S37,4760.605918,4992.735863,6132.359321,2715.671278,1059.329938,1122179.919,3416.688043,-0.6573871,1.695981268
,S38,141.6839287,295.8670477,2411.925638,-3068.657985,1070.743126,1146490.843,5480.583623,-0.431989098,2.870495491
,S39,-241.1559856,-540.104604,9726.829188,-10385.16981,4641.981963,21547996.54,20111.999,0.193203218,2.342919542
,S40,0.039871017,0.038921376,0.048921248,0.03392144,0.003855309,1.49E-05,0.014999808,0.738960792,2.482169297
Batch3,S1,0.018827958,0.113062403,11.69941805,-16.44085629,3.447328577,11.88407432,28.14027435,-0.082006496,3.484312724
